Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom
2020-05-14,1.15,-1.07,0.92,0.64,0.12,0.00,-0.98
2020-05-15,0.57,1.33,-1.15,0.02,-0.76,0.00,0.66
2020-05-18,3.24,2.68,4.61,1.64,0.29,0.00,-6.25
2020-05-19,-1.01,-0.78,-1.51,0.53,-0.71,0.00,1.13
2020-05-20,1.80,1.22,1.31,-0.28,-0.33,0.00,-1.52
2020-05-21,-0.71,0.74,0.42,0.13,0.03,0.00,-1.23
2020-05-22,0.27,0.25,-0.85,-0.56,-0.38,0.00,0.86
2020-05-26,1.23,1.27,4.54,0.99,0.53,0.00,-4.80
2020-05-27,1.54,1.46,3.59,0.74,0.44,0.00,-2.53
2020-05-28,-0.41,-2.09,-2.41,-0.25,0.04,0.00,2.26
2020-05-29,0.59,-0.81,-1.98,-0.32,-0.47,0.00,2.35
2020-06-01,0.51,0.26,0.43,0.01,-0.22,0.00,-2.01
2020-06-02,0.81,0.06,0.55,0.11,0.29,0.00,-1.34
2020-06-03,1.41,0.78,2.62,0.71,0.22,0.00,-4.78
2020-06-04,-0.34,0.53,2.90,0.99,0.63,0.00,-3.42
2020-06-05,2.50,1.08,2.75,0.70,0.08,0.00,-5.17
2020-06-08,1.35,0.69,2.07,-0.48,0.58,0.00,-5.03
2020-06-09,-0.86,-0.80,-1.92,-0.02,-0.47,0.00,4.27
2020-06-10,-0.55,-1.82,-4.10,-0.31,-0.33,0.00,5.93
2020-06-11,-5.91,-1.49,-3.03,-0.20,-0.24,0.00,5.11
2020-06-12,1.29,0.80,1.82,0.13,0.02,0.00,-3.89
2020-06-15,1.08,1.43,-0.38,-0.77,-0.29,0.00,0.68
2020-06-16,1.88,0.61,0.49,0.63,0.20,0.00,-0.90
2020-06-17,-0.41,-1.35,-1.97,-0.56,-0.24,0.00,2.90
2020-06-18,0.18,0.01,-0.53,-0.40,-0.23,0.00,-0.10
2020-06-19,-0.45,-0.15,-0.67,-0.71,-0.29,0.00,1.16
2020-06-22,0.71,0.47,-1.36,-0.38,-0.36,0.00,1.48
2020-06-23,0.41,0.21,-0.60,0.59,-0.12,0.00,0.31
2020-06-24,-2.62,-0.70,-1.36,-0.06,0.31,0.00,3.02
2020-06-25,1.13,0.34,0.50,-0.82,0.17,0.00,-0.51
2020-06-26,-2.43,-0.19,-1.39,0.02,0.72,0.00,1.28
2020-06-29,1.50,1.48,1.86,1.49,0.39,0.00,-2.59
2020-06-30,1.58,-0.01,-0.01,-0.39,-0.27,0.00,1.21
2020-07-01,0.41,-1.69,-2.57,-0.41,-1.22,0.00,2.04
2020-07-02,0.51,0.01,-0.14,0.42,0.14,0.00,0.19
2020-07-06,1.66,-0.67,0.35,0.27,0.04,0.00,-0.06
2020-07-07,-1.01,-0.98,-1.50,-1.11,-0.08,0.00,2.62
2020-07-08,0.89,0.08,-0.46,-0.42,-0.29,0.00,0.73
2020-07-09,-0.54,-1.57,-2.61,-0.33,-0.55,0.00,3.00
2020-07-10,1.11,0.67,3.06,0.86,0.19,0.00,-2.76
2020-07-13,-1.19,-0.27,2.04,1.06,1.14,0.00,-1.33
2020-07-14,1.36,0.39,-0.29,-0.02,0.47,0.00,0.74
2020-07-15,1.14,2.73,1.26,0.18,0.07,0.00,-3.46
2020-07-16,-0.38,-0.16,0.81,0.24,0.34,0.00,0.40
2020-07-17,0.30,-0.16,-1.43,-1.09,0.01,0.00,1.85
2020-07-20,1.03,-1.11,-2.38,-0.83,-1.25,0.00,2.98
2020-07-21,0.15,1.47,3.28,0.53,0.89,0.00,-3.73
2020-07-22,0.50,-0.64,-0.37,0.49,0.02,0.00,0.57
2020-07-23,-1.20,1.22,1.98,-0.21,0.17,0.00,-1.82
2020-07-24,-0.74,-0.80,0.45,0.27,0.02,0.00,-0.01
2020-07-27,0.88,0.29,-2.02,-0.19,0.10,0.00,2.24
2020-07-28,-0.81,-0.46,1.01,0.29,0.11,0.00,-0.83
2020-07-29,1.36,0.64,0.90,0.24,0.16,0.00,-0.85
2020-07-30,-0.29,-0.01,-1.84,-0.57,-0.16,0.00,2.48
2020-07-31,0.62,-1.83,-0.66,0.77,0.65,0.00,1.12
2020-08-03,0.97,1.09,-0.83,-0.27,0.36,0.00,1.76
2020-08-04,0.37,0.44,0.06,0.12,0.09,0.00,-0.94
2020-08-05,0.78,1.24,0.82,0.19,-0.13,0.00,-1.30
2020-08-06,0.53,-0.59,-0.85,0.57,0.05,0.00,0.40
2020-08-07,0.02,1.58,2.40,0.52,0.20,0.00,-2.08
2020-08-10,0.23,1.32,1.73,0.84,1.23,0.00,-2.77
2020-08-11,-0.83,0.20,1.61,0.90,0.03,0.00,-2.18
2020-08-12,1.40,-0.83,-1.33,0.93,-0.13,0.00,1.86
2020-08-13,-0.02,-0.15,-1.32,-0.63,-0.53,0.00,1.54
2020-08-14,-0.04,0.06,1.08,0.42,0.18,0.00,-1.22
2020-08-17,0.45,0.04,-1.94,-0.80,-0.50,0.00,2.35
2020-08-18,0.23,-1.33,-1.42,0.02,-0.56,0.00,1.71
2020-08-19,-0.38,0.49,0.09,-0.04,-0.14,0.00,0.03
2020-08-20,0.31,-0.97,-1.55,0.10,-0.50,0.00,1.38
2020-08-21,0.26,-1.24,-0.44,0.60,0.68,0.00,0.80
2020-08-24,0.92,0.21,2.59,1.12,0.57,0.00,-3.32
2020-08-25,0.35,0.00,-0.64,-0.46,-0.69,0.00,1.03
2020-08-26,1.00,-1.72,-1.75,-0.13,-0.87,0.00,2.26
2020-08-27,0.18,0.00,0.95,0.57,-0.50,0.00,-2.15
2020-08-28,0.70,0.36,-0.22,0.14,-0.08,0.00,-0.92
2020-08-31,-0.04,-0.94,-1.75,-0.70,-0.16,0.00,1.79
2020-09-01,0.92,0.21,-0.32,0.61,0.09,0.00,1.31
2020-09-02,1.27,-0.26,-0.45,0.77,-0.38,0.00,-0.30
2020-09-03,-3.70,0.44,2.60,-0.10,-0.04,0.00,-3.56
2020-09-04,-0.87,0.36,2.07,0.78,0.88,0.00,-2.31
2020-09-08,-2.93,0.90,-0.29,-0.72,-0.59,0.00,-0.07
2020-09-09,2.07,-0.61,-1.99,-0.17,-0.22,0.00,3.04
2020-09-10,-1.64,0.38,-0.06,-0.39,-0.36,0.00,0.38
2020-09-11,-0.05,-0.62,0.90,0.23,0.47,0.00,-0.44
2020-09-14,1.58,1.01,-0.80,-0.82,0.01,0.00,-0.11
2020-09-15,0.57,-0.63,-1.46,0.13,-0.41,0.00,1.15
2020-09-16,-0.40,1.22,1.32,-0.93,0.24,0.00,-2.53
2020-09-17,-0.85,0.47,0.20,0.06,0.61,0.00,-0.49
2020-09-18,-0.89,0.78,-0.21,-1.11,-0.45,0.00,0.94
2020-09-21,-1.07,-2.69,-1.90,-0.47,-0.31,0.00,3.01
2020-09-22,1.01,-0.49,-1.60,0.59,-0.52,0.00,1.89
2020-09-23,-2.47,-0.66,0.16,0.19,-0.18,0.00,0.29
2020-09-24,0.26,-0.19,0.38,0.51,0.14,0.00,-0.07
2020-09-25,1.71,-0.17,-1.34,-0.49,-0.70,0.00,0.80
2020-09-28,1.65,0.87,1.05,0.41,0.21,0.00,-0.87
2020-09-29,-0.42,0.40,-1.32,-0.78,-0.59,0.00,1.66
2020-09-30,0.79,-0.68,0.16,0.34,0.11,0.00,0.17
2020-10-01,0.78,0.80,-0.54,-0.02,-0.56,0.00,1.17
2020-10-02,-0.97,1.69,2.43,0.58,0.34,0.00,-2.71
2020-10-05,1.94,0.90,-0.09,-0.47,0.09,0.00,0.61
2020-10-06,-1.28,0.83,0.25,-0.52,-0.06,0.00,-0.06
2020-10-07,1.84,0.53,0.16,-0.31,0.09,0.00,0.10
2020-10-08,0.80,0.25,1.07,0.27,0.31,0.00,-1.93
2020-10-09,0.93,-0.32,-1.42,-0.15,-0.30,0.00,2.01
2020-10-12,1.54,-1.01,-0.09,0.79,0.36,0.00,0.38
2020-10-13,-0.42,-0.19,-1.74,-0.86,-0.94,0.00,2.35
2020-10-14,-0.65,0.01,0.03,0.34,0.68,0.00,-0.37
2020-10-15,-0.08,1.17,1.14,0.15,0.16,0.00,-0.98
2020-10-16,-0.06,-0.13,0.05,-0.05,-0.11,0.00,0.07
2020-10-19,-1.53,0.35,0.32,-0.33,-0.20,0.00,-0.34
2020-10-20,0.35,-0.08,1.26,0.54,0.18,0.00,-1.17
2020-10-21,-0.35,-0.48,0.41,0.51,0.01,0.00,-0.50
2020-10-22,0.66,0.95,1.03,-0.59,-0.08,0.00,-2.79
2020-10-23,0.38,0.38,0.04,-0.15,-0.35,0.00,0.11
2020-10-26,-1.85,-0.48,-0.39,-0.15,-0.01,0.00,1.09
2020-10-27,-0.23,-0.62,-2.33,-0.39,-0.71,0.00,2.75
2020-10-28,-3.42,0.18,0.57,-0.46,0.00,0.00,0.21
2020-10-29,1.13,0.15,0.27,0.28,0.57,0.00,-1.15
2020-10-30,-1.45,-0.23,1.85,0.27,-0.05,0.00,-2.38
2020-11-02,1.17,0.87,1.00,0.41,0.41,0.00,-1.40
2020-11-03,1.93,1.01,-0.19,-0.20,0.02,0.00,0.20
2020-11-04,2.25,-2.56,-5.03,-0.69,-1.77,0.00,4.87
2020-11-05,2.12,1.04,0.54,0.36,0.50,0.00,-0.15
2020-11-06,0.01,-1.09,-0.92,-0.24,-0.09,0.00,1.05
2020-11-09,0.83,2.81,6.73,0.76,0.86,0.00,-14.37
2020-11-10,-0.16,2.09,2.15,0.30,1.31,0.00,-1.92
2020-11-11,0.88,-1.08,-1.78,-0.63,-0.19,0.00,3.34
2020-11-12,-0.94,-0.56,-1.19,-0.67,-0.24,0.00,1.83
2020-11-13,1.31,0.92,1.15,0.57,0.41,0.00,-2.16
2020-11-16,1.22,1.27,1.98,0.69,0.86,0.00,-3.30
2020-11-17,-0.20,0.61,-0.01,-0.41,-0.43,0.00,-0.27
2020-11-18,-0.94,-0.05,0.03,0.06,-0.39,0.00,0.24
2020-11-19,0.58,0.28,-0.77,-0.66,-0.22,0.00,0.37
2020-11-20,-0.51,0.59,-0.60,-0.74,-0.10,0.00,0.73
2020-11-23,0.82,1.41,1.55,0.33,0.03,0.00,-2.73
2020-11-24,1.56,0.49,2.78,0.52,0.51,0.00,-3.83
2020-11-25,0.02,-0.27,-1.32,-0.39,-0.54,0.00,1.53
2020-11-27,0.42,0.14,-1.62,-0.76,-0.32,0.00,1.78
2020-11-30,-0.52,-1.55,-2.07,-0.49,0.46,0.00,3.06
2020-12-01,0.99,-0.06,0.52,1.04,0.53,0.00,-0.78
2020-12-02,0.11,0.21,1.07,0.37,0.55,0.00,-2.23
2020-12-03,0.17,0.56,-0.10,-0.27,0.20,0.00,-0.56
2020-12-04,1.01,1.61,0.83,-0.34,0.60,0.00,-1.85
2020-12-07,0.02,-0.06,-1.02,-0.57,-0.49,0.00,1.53
2020-12-08,0.47,0.88,-0.69,-0.71,-0.05,0.00,0.14
2020-12-09,-1.03,0.32,1.28,0.85,0.35,0.00,-1.37
2020-12-10,0.24,0.94,-0.46,-1.51,-0.24,0.00,-0.18
2020-12-11,-0.18,-0.57,-0.73,-0.58,-0.56,0.00,0.63
2020-12-14,-0.26,0.21,-1.51,-0.39,-0.83,0.00,1.01
2020-12-15,1.29,1.14,0.38,0.45,0.54,0.00,-0.34
2020-12-16,0.16,-0.56,-0.39,0.03,-0.17,0.00,0.58
2020-12-17,0.78,0.50,-0.70,-0.58,-0.19,0.00,1.20
2020-12-18,-0.14,-0.19,-1.17,-0.38,-0.73,0.00,1.10
2020-12-21,-0.24,0.24,-0.06,-1.00,0.30,0.00,1.16
2020-12-22,0.05,0.85,-1.63,-0.84,-0.10,0.00,1.88
2020-12-23,0.11,0.87,2.03,0.27,0.41,0.00,-2.24
2020-12-24,0.23,-0.44,-0.19,0.24,-0.08,0.00,0.21
2020-12-28,0.49,-0.67,0.36,1.38,0.48,0.00,-0.48
2020-12-29,-0.39,-1.42,0.24,0.78,-0.27,0.00,-0.41
2020-12-30,0.27,1.07,0.06,-0.66,-0.04,0.00,-0.25
2020-12-31,0.40,-0.69,0.44,0.56,-0.22,0.00,-0.58
