Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom
2017-06-14,-0.17,-0.55,-0.52,0.11,-0.53,0.00,-0.21
2017-06-15,-0.30,-0.30,-0.11,0.08,-0.09,0.00,0.27
2017-06-16,-0.04,-0.23,-0.19,-0.43,0.13,0.00,0.09
2017-06-19,0.86,0.09,-0.73,-0.13,-0.09,0.00,0.79
2017-06-20,-0.73,-0.44,-0.48,-0.22,-0.25,0.00,0.18
2017-06-21,-0.07,-0.23,-1.67,-0.23,-1.14,0.00,0.61
2017-06-22,0.02,0.46,-0.41,-0.16,-0.04,0.00,-0.53
2017-06-23,0.24,0.74,-0.48,-0.37,0.07,0.00,-0.09
2017-06-26,0.04,0.08,0.70,0.22,0.19,0.00,-0.59
2017-06-27,-0.85,-0.21,1.34,0.33,0.35,0.00,-0.32
2017-06-28,1.01,0.80,0.21,-0.19,-0.08,0.00,0.90
2017-06-29,-0.83,0.06,1.37,-0.24,0.35,0.00,-0.49
2017-06-30,0.14,-0.10,-0.30,0.21,0.29,0.00,-0.35
2017-07-03,0.23,0.45,1.21,-0.57,0.66,0.00,-0.59
2017-07-05,0.12,-0.68,-0.58,0.16,-0.70,0.00,1.43
2017-07-06,-0.95,-0.44,0.12,0.23,-0.01,0.00,0.73
2017-07-07,0.69,0.40,-0.41,0.20,-0.52,0.00,0.82
2017-07-10,0.05,-0.45,-0.07,-0.11,-0.09,0.00,0.41
2017-07-11,0.00,0.29,-0.55,-0.34,0.16,0.00,0.01
2017-07-12,0.72,0.06,-0.52,0.11,-0.20,0.00,0.31
2017-07-13,0.17,-0.02,0.39,-0.05,0.22,0.00,-0.38
2017-07-14,0.42,-0.22,-0.52,0.18,0.01,0.00,-0.14
2017-07-17,0.00,0.22,0.10,0.16,0.09,0.00,-0.17
2017-07-18,0.04,-0.36,-0.30,-0.08,-0.41,0.00,0.46
2017-07-19,0.59,0.47,0.03,-0.25,0.15,0.00,-0.34
2017-07-20,-0.01,0.05,-0.05,0.11,-0.28,0.00,-0.06
2017-07-21,-0.08,-0.43,-0.24,0.02,-0.31,0.00,0.32
2017-07-24,-0.03,0.10,-0.18,-0.25,-0.38,0.00,0.97
2017-07-25,0.38,0.43,0.96,-0.19,0.73,0.00,-0.68
2017-07-26,-0.06,-0.47,-0.76,-0.18,0.07,0.00,-0.20
2017-07-27,-0.14,-0.67,0.44,0.32,0.39,0.00,-1.07
2017-07-28,-0.17,-0.06,0.27,-0.20,0.19,0.00,0.17
2017-07-31,-0.11,-0.25,0.46,-0.01,0.11,0.00,-0.05
2017-08-01,0.24,-0.14,0.14,0.26,-0.48,0.00,0.61
2017-08-02,-0.08,-1.16,0.15,0.04,-0.36,0.00,0.65
2017-08-03,-0.21,-0.35,-0.33,0.28,-0.29,0.00,0.30
2017-08-04,0.25,0.37,0.40,-0.09,0.04,0.00,0.02
2017-08-07,0.16,-0.11,-0.58,0.24,-0.36,0.00,0.41
2017-08-08,-0.23,-0.08,0.23,-0.28,-0.16,0.00,0.57
2017-08-09,-0.14,-0.80,-0.08,0.19,0.07,0.00,-0.23
2017-08-10,-1.49,-0.31,0.26,0.32,0.13,0.00,-0.47
2017-08-11,0.19,0.17,-0.87,0.36,-0.09,0.00,0.00
2017-08-14,1.03,0.32,0.12,-0.02,-0.46,0.00,1.11
2017-08-15,-0.11,-0.87,-0.03,-0.18,-0.26,0.00,0.62
2017-08-16,0.18,-0.14,-0.44,0.35,-0.13,0.00,-0.03
2017-08-17,-1.60,-0.18,-0.17,-0.04,0.13,0.00,-0.48
2017-08-18,-0.15,0.11,0.24,-0.30,-0.02,0.00,0.21
2017-08-21,0.06,-0.27,-0.22,0.21,-0.11,0.00,0.05
2017-08-22,1.07,-0.02,-0.24,-0.19,0.13,0.00,0.45
2017-08-23,-0.32,0.11,0.41,-0.53,0.09,0.00,-0.24
2017-08-24,-0.15,0.58,0.16,-0.52,0.11,0.00,0.03
2017-08-25,0.18,0.16,0.56,0.12,0.23,0.00,-0.44
2017-08-28,0.08,0.31,-0.74,0.19,-0.19,0.00,0.41
2017-08-29,0.10,0.09,-0.38,0.01,0.09,0.00,0.23
2017-08-30,0.53,0.00,-0.32,0.08,-0.41,0.00,0.55
2017-08-31,0.62,0.41,-0.43,-0.34,-0.08,0.00,0.04
2017-09-01,0.28,0.42,0.40,-0.10,0.35,0.00,-0.39
2017-09-05,-0.80,-0.04,-0.99,-0.06,0.54,0.00,-0.70
2017-09-06,0.28,-0.05,0.12,-0.37,0.13,0.00,-0.75
2017-09-07,-0.07,0.01,-0.91,0.01,0.08,0.00,0.01
2017-09-08,-0.17,0.13,0.38,0.22,-0.13,0.00,0.46
2017-09-11,1.07,-0.07,0.64,-0.37,-0.10,0.00,0.31
2017-09-12,0.42,0.34,0.72,0.09,0.19,0.00,-0.53
2017-09-13,0.10,0.27,0.32,-0.33,0.12,0.00,-0.61
2017-09-14,-0.13,-0.06,-0.06,-0.36,0.21,0.00,0.01
2017-09-15,0.19,0.25,0.14,0.27,-0.02,0.00,-0.25
2017-09-18,0.24,0.41,0.21,-0.49,0.22,0.00,0.48
2017-09-19,0.15,-0.21,0.40,0.02,0.06,0.00,0.75
2017-09-20,0.15,0.27,0.49,-0.19,0.31,0.00,-0.30
2017-09-21,-0.28,0.15,0.37,-0.06,-0.07,0.00,0.04
2017-09-22,0.13,0.44,0.12,0.39,0.29,0.00,-0.35
2017-09-25,-0.26,0.35,0.59,-0.22,0.63,0.00,-1.48
2017-09-26,0.06,0.46,0.17,0.58,-0.14,0.00,-0.06
2017-09-27,0.63,1.43,0.23,-0.28,-0.51,0.00,0.81
2017-09-28,0.13,0.17,-0.05,-0.09,-0.18,0.00,0.47
2017-09-29,0.35,-0.14,-0.26,-0.11,-0.38,0.00,0.41
2017-10-02,0.50,0.88,0.13,-0.21,0.26,0.00,0.02
2017-10-03,0.26,-0.03,-0.05,-0.01,-0.08,0.00,-0.02
2017-10-04,0.05,-0.34,-0.45,-0.10,0.01,0.00,0.25
2017-10-05,0.55,-0.31,0.39,-0.33,-0.18,0.00,0.00
2017-10-06,-0.08,-0.08,-0.25,0.16,-0.34,0.00,0.63
2017-10-09,-0.23,-0.29,0.00,0.09,-0.14,0.00,0.57
2017-10-10,0.24,0.02,0.43,0.12,0.07,0.00,-0.01
2017-10-11,0.16,-0.25,-0.19,-0.04,-0.07,0.00,0.42
2017-10-12,-0.18,-0.10,-0.52,0.16,0.13,0.00,0.62
2017-10-13,0.04,-0.27,0.12,0.15,0.02,0.00,-0.03
2017-10-16,0.17,-0.26,0.36,0.03,-0.09,0.00,0.26
2017-10-17,0.01,-0.35,-0.31,0.41,-0.19,0.00,-0.21
2017-10-18,0.14,0.35,0.23,0.29,-0.13,0.00,0.17
2017-10-19,0.02,-0.35,0.16,0.14,0.09,0.00,-0.21
2017-10-20,0.57,0.00,0.27,0.07,0.04,0.00,0.13
2017-10-23,-0.45,-0.38,0.17,0.27,-0.27,0.00,0.42
2017-10-24,0.20,-0.10,0.49,-0.01,-0.13,0.00,0.66
2017-10-25,-0.50,0.03,0.15,0.27,-0.44,0.00,-0.09
2017-10-26,0.20,0.05,0.28,0.10,-0.19,0.00,0.32
2017-10-27,0.82,-0.08,-0.98,0.09,-1.29,0.00,0.97
2017-10-30,-0.46,-0.78,-0.05,-0.59,-0.40,0.00,-0.17
2017-10-31,0.23,0.77,-0.25,-0.13,0.21,0.00,0.38
2017-11-01,0.05,-0.80,0.08,0.00,-0.05,0.00,-0.46
2017-11-02,0.06,0.01,0.51,-0.24,0.34,0.00,0.76
2017-11-03,0.30,-0.54,-0.72,-0.17,-0.12,0.00,0.50
2017-11-06,0.06,0.16,0.19,-0.65,0.07,0.00,-0.39
2017-11-07,-0.20,-1.42,-0.40,0.47,-0.08,0.00,-0.25
2017-11-08,0.12,-0.05,-0.60,0.55,-0.03,0.00,-0.01
2017-11-09,-0.41,-0.01,0.22,0.01,0.06,0.00,-0.82
2017-11-10,0.01,0.06,-0.43,0.23,0.13,0.00,-0.11
2017-11-13,0.09,-0.29,0.09,0.06,-0.76,0.00,0.82
2017-11-14,-0.22,-0.06,0.00,0.97,-0.43,0.00,0.92
2017-11-15,-0.52,0.05,0.23,-0.06,0.13,0.00,-0.12
2017-11-16,1.01,0.81,-0.53,0.57,0.33,0.00,0.31
2017-11-17,-0.14,0.72,0.27,-0.16,0.35,0.00,-1.19
2017-11-20,0.21,0.62,0.03,0.24,-0.01,0.00,0.45
2017-11-21,0.67,0.36,-0.33,0.03,-0.63,0.00,0.93
2017-11-22,-0.05,0.08,-0.08,-0.26,0.19,0.00,-0.88
2017-11-24,0.21,0.00,-0.43,0.02,-0.09,0.00,0.49
2017-11-27,-0.06,-0.31,0.01,0.61,-0.12,0.00,0.14
2017-11-28,1.06,0.57,0.86,0.32,-0.01,0.00,-0.47
2017-11-29,0.02,0.34,1.48,0.84,0.59,0.00,-2.29
2017-11-30,0.82,-0.60,-0.52,-0.28,0.06,0.00,0.49
2017-12-01,-0.22,-0.32,0.38,-0.39,0.33,0.00,-0.46
2017-12-04,-0.11,-0.14,1.22,1.01,0.56,0.00,-1.98
2017-12-05,-0.42,-0.47,-0.22,0.20,-0.12,0.00,0.95
2017-12-06,-0.09,-0.51,-0.52,0.40,-0.48,0.00,0.90
2017-12-07,0.42,0.29,-0.20,-0.25,0.10,0.00,0.66
2017-12-08,0.51,-0.44,-0.13,-0.09,0.08,0.00,-0.47
2017-12-11,0.27,-0.43,-0.18,-0.04,0.07,0.00,-0.28
2017-12-12,0.07,-0.44,0.50,0.04,0.10,0.00,-0.60
2017-12-13,0.02,0.62,-0.89,0.26,-0.07,0.00,0.57
2017-12-14,-0.47,-0.76,-0.22,-0.19,-0.13,0.00,0.47
2017-12-15,0.92,0.68,0.04,0.31,-0.48,0.00,0.25
2017-12-18,0.66,0.82,0.27,0.20,0.16,0.00,-0.09
2017-12-19,-0.30,-0.34,-0.24,0.24,0.41,0.00,-0.06
2017-12-20,0.01,0.37,0.06,-0.18,0.28,0.00,-0.28
2017-12-21,0.24,0.31,0.63,-0.70,0.31,0.00,-0.73
2017-12-22,-0.07,-0.19,-0.21,-0.10,0.21,0.00,0.11
2017-12-26,-0.07,0.31,-0.07,-0.13,0.61,0.00,-0.38
2017-12-27,0.05,-0.16,-0.20,0.07,-0.12,0.00,0.59
2017-12-28,0.22,0.10,0.05,-0.13,-0.19,0.00,-0.08
2017-12-29,-0.57,-0.31,0.01,0.16,0.13,0.00,-0.18
2018-01-02,0.85,0.32,-0.21,-0.51,0.22,0.01,-0.64
2018-01-03,0.59,-0.47,-0.19,-0.71,-0.07,0.01,0.21
2018-01-04,0.42,-0.22,0.24,-0.02,0.30,0.01,-0.20
2018-01-05,0.66,-0.37,-0.25,0.39,-0.38,0.01,0.61
2018-01-08,0.19,-0.20,0.04,-0.06,0.04,0.01,0.16
2018-01-09,0.15,-0.37,-0.04,-0.13,-0.06,0.01,0.52
2018-01-10,-0.07,0.13,0.57,-0.37,-0.02,0.01,-0.23
2018-01-11,0.86,1.13,0.30,-0.22,0.48,0.01,-0.33
2018-01-12,0.66,-0.32,0.16,-0.10,0.13,0.01,0.01
2018-01-16,-0.49,-1.00,0.01,0.49,-0.35,0.01,-0.16
2018-01-17,0.95,-0.05,-0.09,-0.08,-0.04,0.01,1.00
2018-01-18,-0.18,-0.44,-0.25,0.31,-0.30,0.01,0.41
2018-01-19,0.57,0.93,-0.05,0.09,0.12,0.01,0.55
2018-01-22,0.77,-0.35,-0.16,-0.58,0.19,0.01,-0.28
2018-01-23,0.22,0.07,-0.36,-0.40,-0.28,0.01,0.05
2018-01-24,-0.13,-0.75,0.44,0.02,0.13,0.01,-0.18
2018-01-25,0.07,0.10,-0.54,0.19,-0.18,0.01,0.61
2018-01-26,1.11,-0.61,-0.51,0.29,-0.18,0.01,0.60
2018-01-29,-0.62,-0.03,-0.28,0.15,-0.31,0.01,-0.13
2018-01-30,-1.06,0.13,-0.21,0.41,-0.36,0.01,0.31
2018-01-31,-0.07,-0.67,0.11,0.09,-0.06,0.01,0.27
2018-02-01,0.03,0.12,0.53,-0.55,-0.01,0.01,-0.18
2018-02-02,-2.13,0.01,-0.29,0.72,-0.42,0.01,0.14
2018-02-05,-4.03,0.66,-0.59,0.19,-0.14,0.01,-0.23
2018-02-06,1.67,-0.48,-0.19,0.03,-0.15,0.01,0.78
2018-02-07,-0.38,0.59,0.21,0.32,0.30,0.01,0.15
2018-02-08,-3.67,0.80,0.52,0.41,0.04,0.01,-1.13
2018-02-09,1.37,-0.54,0.15,0.17,-0.44,0.01,0.58
2018-02-12,1.36,-0.46,-0.30,-0.24,-0.18,0.01,0.54
2018-02-13,0.31,0.11,-0.24,0.19,-0.04,0.01,0.61
2018-02-14,1.52,0.29,0.48,-0.68,-0.09,0.01,0.22
2018-02-15,1.22,-0.17,-0.63,0.21,-0.33,0.01,0.28
2018-02-16,0.03,0.36,0.15,0.04,0.08,0.01,-0.16
2018-02-20,-0.62,-0.30,-0.24,-0.27,-0.53,0.01,0.30
2018-02-21,-0.44,0.82,0.23,0.10,-0.28,0.01,0.78
2018-02-22,0.01,-0.05,-0.41,0.10,0.48,0.01,0.20
2018-02-23,1.54,-0.37,-0.14,-0.17,-0.14,0.01,0.05
2018-02-26,1.12,-0.47,-0.06,-0.18,-0.25,0.01,0.10
2018-02-27,-1.25,-0.19,0.03,-0.10,-0.09,0.01,0.27
2018-02-28,-1.11,-0.43,-0.31,0.21,-0.27,0.01,0.53
2018-03-01,-1.19,0.95,-0.03,-0.25,0.04,0.01,-0.85
2018-03-02,0.70,1.11,-0.48,-0.45,-0.39,0.01,-0.18
2018-03-05,1.07,-0.41,0.22,-0.56,0.07,0.01,-0.40
2018-03-06,0.36,0.69,0.13,0.21,-0.06,0.01,0.38
2018-03-07,0.05,0.76,-0.44,-0.07,-0.41,0.01,0.80
2018-03-08,0.37,-0.58,-0.35,0.03,-0.17,0.01,-0.12
2018-03-09,1.71,-0.18,0.27,-0.24,-0.03,0.01,0.63
2018-03-12,-0.09,0.44,-0.08,-0.31,-0.24,0.01,-0.52
2018-03-13,-0.67,0.09,0.03,0.46,0.05,0.01,-0.06
2018-03-14,-0.53,0.14,-0.57,-0.13,-0.43,0.01,0.34
2018-03-15,-0.17,-0.39,0.31,0.12,-0.13,0.01,0.26
2018-03-16,0.25,0.47,0.17,0.07,0.32,0.01,-0.41
2018-03-19,-1.37,0.42,0.41,0.30,0.10,0.01,0.45
2018-03-20,0.14,-0.12,-0.36,-0.04,-0.12,0.01,1.39
2018-03-21,-0.07,0.69,0.44,-1.12,0.82,0.01,-0.31
2018-03-22,-2.54,0.40,-0.49,0.22,0.04,0.01,-0.94
2018-03-23,-2.10,0.10,-0.23,0.09,0.75,0.01,-0.33
2018-03-26,2.67,-0.63,0.03,-0.02,-0.60,0.01,1.28
2018-03-27,-1.87,-0.22,0.37,0.81,0.55,0.01,-1.82
2018-03-28,-0.35,0.19,0.64,0.77,0.05,0.01,-1.20
2018-03-29,1.41,-0.31,-0.22,-0.36,-0.15,0.01,0.55
2018-04-02,-2.30,-0.07,0.38,0.14,-0.10,0.01,-0.17
2018-04-03,1.25,-0.02,0.18,0.25,0.16,0.01,-0.15
2018-04-04,1.17,0.34,-0.32,0.07,-0.14,0.01,0.08
2018-04-05,0.75,0.05,0.46,0.11,0.26,0.01,-0.38
2018-04-06,-2.19,0.37,-0.06,0.13,0.01,0.01,-0.57
2018-04-09,0.30,-0.23,-0.51,-0.75,-0.29,0.01,0.58
2018-04-10,1.77,0.33,-0.12,-0.92,0.40,0.01,0.39
2018-04-11,-0.49,0.79,-0.30,-0.65,0.28,0.01,-0.53
2018-04-12,0.84,-0.16,0.19,-0.22,0.02,0.01,1.25
2018-04-13,-0.37,-0.11,-0.25,-0.08,0.18,0.01,-0.83
2018-04-16,0.82,0.14,-0.02,0.82,0.03,0.01,0.00
2018-04-17,1.09,0.00,-1.18,-0.31,-0.47,0.01,1.08
2018-04-18,0.13,0.21,0.02,-0.28,0.42,0.01,0.05
2018-04-19,-0.49,-0.30,1.08,-0.48,0.10,0.01,0.62
2018-04-20,-0.81,0.11,0.58,-0.55,0.30,0.01,0.04
2018-04-23,-0.05,-0.06,0.19,0.30,0.07,0.01,-0.29
2018-04-24,-1.30,0.64,1.02,0.04,0.20,0.01,-1.03
2018-04-25,0.11,-0.28,0.06,0.41,0.21,0.01,-0.54
2018-04-26,0.95,-0.56,-0.85,-0.58,-0.51,0.01,0.97
2018-04-27,0.01,-0.26,0.04,0.53,0.11,0.01,0.31
2018-04-30,-0.81,-0.07,-0.09,-0.40,-0.03,0.01,0.22
2018-05-01,0.25,0.25,-0.53,-0.02,-1.02,0.01,0.43
2018-05-02,-0.62,1.25,-0.35,0.04,-0.04,0.01,0.40
2018-05-03,-0.25,-0.61,-0.15,0.04,-0.12,0.01,0.89
2018-05-04,1.30,-0.03,-0.20,-0.40,0.07,0.01,-0.39
2018-05-07,0.41,0.38,-0.33,-0.55,-0.32,0.01,0.35
2018-05-08,0.07,0.50,0.23,-0.29,0.08,0.01,0.47
2018-05-09,0.90,-0.26,0.25,-0.92,-0.03,0.01,0.21
2018-05-10,0.85,-0.38,-0.04,0.24,-0.31,0.01,-0.16
2018-05-11,0.19,0.13,-0.38,0.26,0.12,0.01,0.15
2018-05-14,0.05,-0.30,0.11,-0.21,0.52,0.01,-0.36
2018-05-15,-0.55,0.70,0.40,-0.07,0.42,0.01,-0.11
2018-05-16,0.50,0.69,-0.25,0.36,0.10,0.01,-0.04
2018-05-17,0.01,0.87,0.29,-0.37,0.30,0.01,0.20
2018-05-18,-0.23,0.46,-0.62,0.14,-0.22,0.01,0.64
2018-05-21,0.72,-0.18,0.44,0.15,0.11,0.01,0.23
2018-05-22,-0.42,-0.65,0.61,-0.29,-0.37,0.01,-0.23
2018-05-23,0.29,-0.06,-0.69,0.00,-0.33,0.01,0.40
2018-05-24,-0.16,0.34,-0.35,0.50,0.09,0.01,0.13
2018-05-25,-0.22,0.24,-0.39,0.59,-0.53,0.01,-0.60
2018-05-29,-1.03,1.11,-1.02,0.17,-0.02,0.01,-0.09
2018-05-30,1.31,0.03,0.36,-0.74,0.19,0.01,0.27
2018-05-31,-0.70,0.05,-0.43,-0.50,-0.17,0.01,0.42
2018-06-01,1.06,-0.21,-0.10,-0.07,-0.20,0.01,0.59
2018-06-04,0.48,0.17,-0.45,1.08,-0.32,0.01,0.13
2018-06-05,0.16,0.78,-0.44,0.20,0.08,0.01,0.35
2018-06-06,0.86,-0.27,0.21,0.01,0.16,0.01,0.02
2018-06-07,-0.14,-0.25,0.93,0.17,0.62,0.01,-0.90
2018-06-08,0.31,0.04,-0.40,0.24,-0.20,0.01,-0.10
2018-06-11,0.12,0.15,-0.16,0.22,0.23,0.01,-0.64
2018-06-12,0.23,0.19,-0.63,0.10,-0.17,0.01,0.12
2018-06-13,-0.33,0.02,-0.20,-0.58,-0.18,0.01,0.23
2018-06-14,0.28,0.20,-1.01,-0.02,-0.61,0.01,-0.20
2018-06-15,-0.07,0.11,-0.25,0.69,-0.16,0.01,-0.90
2018-06-18,-0.09,0.74,0.08,-0.44,0.04,0.01,0.78
2018-06-19,-0.38,0.52,-0.14,-0.24,-0.37,0.01,-0.67
2018-06-20,0.23,0.65,-0.51,-0.17,0.09,0.01,0.31
2018-06-21,-0.73,-0.56,0.33,0.50,0.09,0.01,-0.32
2018-06-22,0.11,-0.07,0.46,-0.52,0.91,0.01,-0.64
2018-06-25,-1.48,-0.46,0.57,0.65,0.17,0.01,-1.14
2018-06-26,0.27,0.51,-0.24,-0.51,0.06,0.01,0.43
2018-06-27,-1.02,-1.01,0.36,-0.07,0.52,0.01,-0.34
2018-06-28,0.58,-0.20,-0.51,-0.20,-0.58,0.01,0.49
2018-06-29,0.06,-0.24,-0.24,-0.25,0.01,0.01,-0.01
2018-07-02,0.36,0.45,-0.25,-0.08,-0.54,0.01,0.57
2018-07-03,-0.44,0.76,-0.02,-0.28,0.45,0.01,-0.64
2018-07-05,0.87,0.39,-0.43,0.33,-0.17,0.01,-0.32
2018-07-06,0.88,-0.02,-0.30,-0.26,-0.15,0.01,0.10
2018-07-09,0.93,-0.29,0.86,0.01,-0.21,0.01,0.49
2018-07-10,0.21,-0.83,-0.16,0.11,0.29,0.01,-0.19
2018-07-11,-0.70,-0.06,-0.46,-0.12,-0.33,0.01,0.02
2018-07-12,0.85,-0.44,-1.16,-0.04,-0.48,0.01,0.54
2018-07-13,0.08,-0.18,-0.29,0.33,0.18,0.01,0.20
2018-07-16,-0.16,-0.61,0.97,-0.21,-0.14,0.01,0.38
2018-07-17,0.48,0.17,-0.74,0.12,-0.23,0.01,0.41
2018-07-18,0.26,-0.15,0.68,-0.17,-0.15,0.01,0.38
2018-07-19,-0.34,0.92,-0.36,0.22,0.04,0.01,-0.08
2018-07-20,-0.10,-0.17,0.11,0.09,-0.22,0.01,0.26
2018-07-23,0.16,-0.19,0.54,-0.21,-0.20,0.01,0.38
2018-07-24,0.22,-1.33,0.39,0.49,0.08,0.01,-0.37
2018-07-25,0.83,-0.59,-1.06,0.07,-0.33,0.01,1.09
2018-07-26,-0.21,0.76,0.58,-0.04,0.59,0.01,-0.98
2018-07-27,-0.82,-1.21,1.06,0.51,0.50,0.01,-1.33
2018-07-30,-0.70,0.02,1.59,0.31,1.03,0.01,-1.42
2018-07-31,0.51,0.72,-1.10,0.27,0.24,0.01,0.07
2018-08-01,-0.13,-0.01,-0.22,-0.16,-0.79,0.01,1.11
2018-08-02,0.67,0.19,-0.65,-0.03,-0.55,0.01,0.83
2018-08-03,0.31,-0.93,0.51,0.63,0.38,0.01,-0.80
2018-08-06,0.46,0.23,-0.33,-0.31,-0.21,0.01,0.35
2018-08-07,0.29,-0.02,-0.15,-0.31,-0.15,0.01,0.28
2018-08-08,-0.04,-0.12,0.26,-0.03,-0.07,0.01,0.32
2018-08-09,-0.05,0.35,-0.35,0.02,-0.23,0.01,0.08
2018-08-10,-0.60,0.31,-0.21,-0.27,0.24,0.01,0.72
2018-08-13,-0.46,-0.21,-0.29,0.31,0.03,0.01,-0.01
2018-08-14,0.69,0.32,0.22,0.35,0.20,0.01,0.39
2018-08-15,-0.91,-0.52,-0.14,0.64,-0.11,0.01,-1.09
2018-08-16,0.86,-0.03,0.26,-0.08,0.40,0.01,-0.38
2018-08-17,0.30,0.13,0.01,0.22,0.16,0.01,-0.34
2018-08-20,0.25,0.15,0.14,0.10,0.14,0.01,0.15
2018-08-21,0.33,0.92,0.14,-0.25,-0.27,0.01,0.17
2018-08-22,0.05,0.29,-0.35,-0.51,-0.28,0.01,0.98
2018-08-23,-0.19,-0.10,-0.33,-0.01,-0.18,0.01,0.64
2018-08-24,0.62,-0.08,-0.58,-0.31,-0.19,0.01,0.29
2018-08-27,0.74,-0.61,-0.15,-0.20,-0.38,0.01,0.01
2018-08-28,-0.01,-0.12,-0.23,0.11,-0.05,0.01,0.20
2018-08-29,0.56,-0.14,-0.57,-0.15,-0.28,0.01,0.44
2018-08-30,-0.41,0.23,-0.42,-0.22,-0.12,0.01,0.28
2018-08-31,0.08,0.46,-0.38,0.17,-0.14,0.01,0.28
2018-09-04,-0.11,-0.33,0.01,-0.05,-0.14,0.01,0.72
2018-09-05,-0.41,-0.04,0.67,0.47,0.60,0.01,-1.46
2018-09-06,-0.44,-0.36,-0.25,0.43,0.34,0.01,0.04
2018-09-07,-0.18,0.08,-0.22,0.03,0.03,0.01,-0.24
2018-09-10,0.23,0.08,-0.36,0.07,-0.21,0.01,-0.04
2018-09-11,0.37,-0.34,-0.24,-0.13,-0.42,0.01,0.83
2018-09-12,0.03,-0.12,-0.23,0.05,0.55,0.01,-0.83
2018-09-13,0.45,-0.49,-0.39,0.05,-0.05,0.01,0.19
2018-09-14,0.12,0.31,0.25,-0.13,-0.04,0.01,-0.16
2018-09-17,-0.72,-0.35,0.85,0.32,0.75,0.01,-1.33
2018-09-18,0.57,0.03,-0.48,-0.22,-0.23,0.01,0.33
2018-09-19,0.05,-0.51,1.28,-0.45,-0.03,0.01,-1.12
2018-09-20,0.77,0.29,-0.23,0.05,-0.08,0.01,-0.20
2018-09-21,-0.13,-0.43,0.31,0.22,0.66,0.01,-0.34
2018-09-24,-0.31,-0.04,-0.89,-0.47,-0.28,0.01,1.33
2018-09-25,-0.05,0.20,-0.38,-0.34,-0.06,0.01,1.26
2018-09-26,-0.40,-0.47,-0.62,0.51,0.12,0.01,0.13
2018-09-27,0.27,-0.34,-0.54,0.10,-0.32,0.01,0.21
2018-09-28,-0.03,0.34,-0.19,0.12,0.18,0.01,0.28
2018-10-01,0.16,-1.63,0.36,-0.11,0.03,0.01,-0.12
2018-10-02,-0.21,-0.94,0.57,0.12,0.35,0.01,-1.09
2018-10-03,0.20,0.89,0.50,-0.38,-0.22,0.01,0.13
2018-10-04,-0.93,-0.80,1.58,0.13,0.78,0.01,-0.84
2018-10-05,-0.64,-0.40,0.37,-0.38,0.43,0.01,0.07
2018-10-08,-0.18,-0.24,1.24,0.51,0.65,0.01,-1.25
2018-10-09,-0.18,-0.41,0.28,-0.50,0.21,0.01,0.45
2018-10-10,-3.33,0.41,1.09,0.22,0.82,0.01,-1.57
2018-10-11,-1.96,0.38,-0.92,0.42,-0.57,0.01,0.43
2018-10-12,1.39,-1.11,-1.75,0.07,-0.44,0.01,1.75
2018-10-15,-0.48,0.99,0.52,0.37,0.51,0.01,-0.97
2018-10-16,2.25,0.57,-1.45,-0.23,-0.68,0.01,0.99
2018-10-17,-0.09,-0.61,0.23,-0.24,0.16,0.01,-0.18
2018-10-18,-1.54,-0.53,0.42,-0.36,0.37,0.01,-0.15
2018-10-19,-0.24,-1.27,0.70,0.44,0.59,0.01,-0.56
2018-10-22,-0.38,0.35,-1.26,1.11,-0.15,0.01,1.25
2018-10-23,-0.62,-0.17,-0.42,0.17,-0.08,0.01,-0.37
2018-10-24,-3.33,-0.83,0.76,0.36,1.28,0.01,-0.41
2018-10-25,1.93,0.31,-0.60,-0.17,-1.09,0.01,1.01
2018-10-26,-1.65,0.59,0.35,-0.34,0.50,0.01,-0.16
2018-10-29,-0.76,-0.10,1.61,0.00,1.00,0.01,-1.13
2018-10-30,1.66,0.45,0.09,0.36,0.33,0.01,0.03
2018-10-31,1.21,-0.70,-0.74,-0.41,-0.99,0.01,0.80
2018-11-01,1.29,1.21,-1.12,-0.26,-0.52,0.01,-0.98
2018-11-02,-0.53,0.85,0.67,-0.47,0.20,0.01,-0.08
2018-11-05,0.40,-0.89,1.57,-0.50,0.79,0.01,-0.13
2018-11-06,0.57,-0.15,0.02,0.28,0.21,0.01,-0.15
2018-11-07,2.12,-0.51,-1.05,-0.39,-0.80,0.01,1.69
2018-11-08,-0.28,-0.17,0.25,0.42,0.33,0.01,0.39
2018-11-09,-1.04,-0.84,0.41,0.64,0.69,0.01,0.04
2018-11-12,-2.06,0.10,0.84,0.53,0.93,0.01,-0.30
2018-11-13,-0.13,-0.05,0.16,0.21,-0.30,0.01,-0.87
2018-11-14,-0.78,0.04,-0.27,0.60,0.13,0.01,-0.69
2018-11-15,1.18,0.31,-0.39,-0.85,-0.72,0.01,0.54
2018-11-16,0.15,-0.02,-0.06,-0.77,0.19,0.01,0.05
2018-11-19,-1.88,-0.39,2.32,0.21,1.24,0.01,-1.05
2018-11-20,-1.85,0.04,-0.54,-0.32,-0.27,0.01,-0.74
2018-11-21,0.51,0.95,-0.33,-0.34,0.00,0.01,-0.18
2018-11-23,-0.55,0.76,-0.61,0.30,-0.04,0.01,0.04
2018-11-26,1.62,-0.69,-0.20,-0.41,-0.76,0.01,0.10
2018-11-27,0.11,-1.05,0.25,0.60,0.12,0.01,0.54
