Date,AAPL,AMZN,ASML,BAC,BRK-B,FCX,GOOGL,JNJ,JPM,MSFT,MSTR,NEE,NEM,NFLX,NVDA,NVO,O,PG,PLUG,RIG,SPG,TM,URBN,WMT,XOM
2016-01-04,23.73094940185547,31.84950065612793,78.84773254394531,13.122292518615723,130.75,5.913482189178467,37.660736083984375,75.77081298828125,48.4011344909668,47.87419509887695,17.113000869750977,19.909889221191406,14.44105339050293,10.996000289916992,0.7895449995994568,22.359195709228516,30.700960159301758,59.1075439453125,2.0999999046325684,12.550000190734863,114.15963745117188,92.70347595214844,22.75,17.039934158325195,49.65436553955078
2016-01-05,23.13626480102539,31.68950080871582,78.05293273925781,13.122292518615723,131.25,6.057933330535889,37.76437759399414,76.08753967285156,48.48481369018555,48.09259033203125,17.177000045776367,20.104053497314453,14.425389289855957,10.765999794006348,0.8022283315658569,22.62453842163086,31.36682891845703,59.29609298706055,2.059999942779541,12.149999618530273,116.43287658691406,92.45925903320312,22.579999923706055,17.44472312927246,50.077449798583984
2016-01-06,22.683496475219727,31.63249969482422,76.41818237304688,12.842752456665039,131.3300018310547,5.570410251617432,37.65528106689453,75.70296478271484,47.78488540649414,47.21897888183594,16.927000045776367,20.0386905670166,14.535027503967285,11.767999649047852,0.7690563797950745,22.355297088623047,31.552759170532227,58.722900390625,2.0299999713897705,11.520000457763672,116.1479721069336,90.35269927978516,21.920000076293945,17.619388580322266,49.66077423095703
2016-01-07,21.72614860534668,30.39699935913086,74.50342559814453,12.37951946258545,129.47999572753906,5.064830780029297,36.74629211425781,74.82066345214844,45.85250473022461,45.57658386230469,16.10300064086914,20.127113342285156,14.76996898651123,11.456000328063965,0.7385673522949219,21.871431350708008,31.006893157958984,58.210052490234375,1.899999976158142,11.0,113.69666290283203,88.20800018310547,22.209999084472656,18.029727935791016,48.86588668823242
2016-01-08,21.841032028198242,30.352500915527344,72.50737762451172,12.139917373657227,128.3300018310547,4.8842644691467285,36.24592590332031,74.02130889892578,44.825443267822266,45.71635818481445,14.8149995803833,20.217466354370117,14.104303359985352,11.138999938964844,0.722713053226471,21.368057250976562,30.6949462890625,57.29743957519531,1.9199999570846558,10.75,110.45600891113281,86.29224395751953,22.360000610351562,17.61661720275879,47.87872314453125
2016-01-11,22.194683074951172,30.886999130249023,74.3408432006836,12.22776985168457,128.36000061035156,3.8911616802215576,36.35304260253906,73.57640838623047,44.75697326660156,45.690147399902344,15.244999885559082,20.296287536621094,13.32116413116455,11.496999740600586,0.7239324450492859,21.27830696105957,31.354812622070312,57.82540512084961,1.850000023841858,10.34000015258789,110.81810760498047,87.6279296875,21.84000015258789,17.805150985717773,47.2376823425293
2016-01-12,22.51680564880371,30.894500732421875,74.64793395996094,12.22776985168457,128.8000030517578,3.710597038269043,36.961509704589844,74.0816650390625,44.85586929321289,46.1094856262207,15.619000434875488,20.257835388183594,13.32116413116455,11.657999992370605,0.7361280918121338,21.629499435424805,31.450782775878906,57.7047233581543,1.809999942779541,10.279999732971191,110.12366485595703,88.40643310546875,22.049999237060547,17.63880157470703,48.205623626708984
2016-01-13,21.93789291381836,29.090499877929688,72.26355743408203,11.900308609008789,126.25,3.3765530586242676,35.68357849121094,73.16165924072266,43.623409271240234,45.113563537597656,15.034000396728516,20.111740112304688,13.689240455627441,10.656000137329102,0.7136881351470947,21.12222671508789,31.09686279296875,57.20693588256836,1.75,9.800000190734863,109.36986541748047,87.76531219482422,21.020000457763672,17.16746711730957,48.49409866333008
2016-01-14,22.417694091796875,29.649999618530273,74.87373352050781,11.97219181060791,128.07000732421875,3.7918498516082764,36.26973342895508,74.57177734375,44.277679443359375,46.39778518676758,15.253000259399414,20.317426681518555,13.524785041809082,10.706000328063965,0.699297308921814,21.44609832763672,31.342811584472656,57.43320846557617,1.7000000476837158,10.539999961853027,110.19483947753906,88.75753784179688,21.260000228881836,17.483539581298828,50.718482971191406
2016-01-15,21.879323959350586,28.509000778198242,69.96947479248047,11.548892974853516,126.13999938964844,3.9272727966308594,35.233299255371094,73.14657592773438,43.395164489746094,44.54570007324219,14.993000030517578,20.234769821166992,13.861531257629395,10.404000282287598,0.6612470746040344,20.728103637695312,31.306827545166016,56.550785064697266,1.659999966621399,9.859999656677246,109.31053161621094,85.94115447998047,21.170000076293945,17.170242309570312,49.731300354003906
