Date,AAPL,AMZN,ASML,BAC,BRK-B,FCX,GOOGL,JNJ,JPM,MSFT,MSTR,NEE,NEM,NFLX,NVDA,NVO,O,PG,PLUG,RIG,SPG,TM,URBN,WMT,XOM
2005-01-03,0.9481797218322754,2.2260000705718994,14.814574241638184,28.855287551879883,57.97999954223633,11.182028770446777,5.031239986419678,34.35003662109375,22.15511131286621,18.37846565246582,5.84499979019165,4.899819374084473,28.55085563659668,0.17028599977493286,0.18014825880527496,1.7205134630203247,8.093815803527832,30.670761108398438,59.5,37.457393646240234,24.435514450073242,49.62008285522461,21.924999237060547,11.690177917480469,24.71135902404785
2005-01-04,0.957917332649231,2.1070001125335693,14.324833869934082,28.457796096801758,57.099998474121094,10.740273475646973,4.827467441558838,34.240806579589844,21.9267635345459,18.44719123840332,5.683000087738037,4.840149402618408,28.018381118774414,0.1665710061788559,0.1716679036617279,1.6637037992477417,8.01941204071045,30.287294387817383,56.5,37.34535598754883,24.168033599853516,48.821327209472656,21.655000686645508,11.661691665649414,24.543630599975586
2005-01-05,0.9663073420524597,2.0885000228881836,14.117639541625977,28.128623962402344,57.20000076293945,10.6170654296875,4.802896976470947,34.218963623046875,21.97243881225586,18.405946731567383,5.644000053405762,4.777822971343994,28.085790634155273,0.1599999964237213,0.17327234148979187,1.6474721431732178,7.611813068389893,30.604053497314453,54.20000076293945,37.15863037109375,23.0981502532959,48.69940185546875,21.389999389648438,11.67702865600586,24.41534996032715
2005-01-06,0.9670564532279968,2.052500009536743,13.891608238220215,28.08515167236328,57.47999954223633,10.602042198181152,4.679790019989014,34.317256927490234,22.0980224609375,18.38532829284668,5.690999984741211,4.855399131774902,28.038616180419922,0.1578570008277893,0.1715918779373169,1.6899981498718262,7.618283271789551,30.75411033630371,54.0,38.512393951416016,23.304487228393555,48.973785400390625,20.80500030517578,11.843562126159668,24.726165771484375
2005-01-07,1.0374689102172852,2.115999937057495,13.769173622131348,27.780824661254883,58.380001068115234,10.704212188720703,4.81133508682251,34.19166564941406,21.921051025390625,18.330347061157227,5.63100004196167,4.846116542816162,27.971206665039062,0.15885700285434723,0.1683061420917511,1.6977895498275757,7.569757461547852,31.076438903808594,52.900001525878906,37.55076217651367,23.407655715942383,48.43721389770508,20.510000228881836,11.830421447753906,24.563365936279297
2005-01-10,1.0331246852874756,2.0920000076293945,14.00462532043457,28.128623962402344,58.52000045776367,10.647116661071777,4.841367721557617,34.45925521850586,21.846853256225586,18.41970443725586,5.752999782562256,4.862691879272461,28.079051971435547,0.16099999845027924,0.16868838667869568,1.6916208267211914,7.566520690917969,31.32096290588379,53.900001525878906,37.718807220458984,23.3885440826416,48.7542724609375,20.399999618530273,11.771248817443848,24.657093048095703
2005-01-11,0.9672061204910278,2.0820000171661377,13.637320518493652,28.060300827026367,57.529998779296875,10.686184883117676,4.803640842437744,34.33910369873047,21.635639190673828,18.371585845947266,5.677000045776367,4.8069963455200195,28.60478973388672,0.15728600323200226,0.16349290311336517,1.6666252613067627,7.488883018493652,31.2876033782959,51.599998474121094,37.858856201171875,23.19749641418457,49.27863693237305,20.15999984741211,11.742772102355957,24.59295654296875
2005-01-12,0.980689525604248,2.115000009536743,14.381346702575684,27.985774993896484,57.52000045776367,10.83447551727295,4.849308490753174,34.57939147949219,21.6870174407959,18.405946731567383,5.763000011444092,4.830203056335449,28.82720947265625,0.1535709947347641,0.16211777925491333,1.6890246868133545,7.430652141571045,31.404294967651367,55.5,39.28731918334961,23.086692810058594,49.449378967285156,20.09000015258789,11.850137710571289,24.95803451538086
2005-01-13,1.0457093715667725,2.130000114440918,14.18356704711914,27.63797950744629,57.400001525878906,10.9736909866333,4.8480682373046875,33.8421516418457,21.561412811279297,18.05542755126953,5.691999912261963,4.85340690612793,28.503664016723633,0.15514299273490906,0.1637991964817047,1.681882619857788,7.424188137054443,30.85970115661621,56.29999923706055,39.86616897583008,23.354164123535156,48.90672302246094,20.010000228881836,11.753719329833984,24.938308715820312
2005-01-14,1.0517008304595947,2.2274999618530273,14.550874710083008,27.880189895629883,57.27000045776367,11.079614639282227,4.96323299407959,34.240806579589844,21.584253311157227,17.952333450317383,5.815999984741211,4.856059551239014,28.220590591430664,0.1618569940328598,0.16433370113372803,1.682856559753418,7.543874263763428,31.054203033447266,56.20000076293945,40.248958587646484,23.732433319091797,49.693267822265625,20.899999618530273,11.830421447753906,25.194833755493164
