Date,AAPL,AMZN,ASML,BAC,BRK-B,FCX,GOOGL,JNJ,JPM,MSFT,MSTR,NEE,NEM,NFLX,NVDA,NVO,O,PG,PLUG,RIG,SPG,TM,URBN,WMT,XOM
2019-08-22,230753801985.7788,993206495771.2585,295113196137.23755,44634297046.8544,2594547190.1893616,41009775747.299194,13427026493.797302,330322940.1329956,97710745548.24829,214619436342.77087,257668207592.0105,286915239648.85406,22658109875.48828,414447189834.5947,12225577049.072031,26235072980.74789,32161339880.112488,16266699098.745575,549280935.1403933,2777587616.9615507,2379502828.05748,145597817.32559204,86469457946.77734,309063714803.92456,55250594630.43213
2019-08-23,220088293077.24,961560429103.154,287784242957.3059,43273004237.01973,2457769954.2045593,39703954921.53168,13178770672.90306,323996188.5780029,96767800823.21167,208936254132.27637,253137108901.97754,279177913150.98083,22686735975.646973,402056044704.43726,11823861001.883701,26787165181.93884,31583871936.969177,16139819018.155228,531643431.20795345,2600164641.25,2258983936.59626,142391408.66279602,84557385510.2539,304725202777.9083,54799780943.29834
2019-08-26,224269789598.54126,976410365999.2004,290091514285.2783,43749107632.31651,2503312418.460846,40309710421.37146,13338847744.30275,328991858.18499756,97780581550.59814,211383152188.6348,257452391166.687,281424038890.0243,22862594122.314453,404200774806.9763,11837249461.274364,26889404825.971985,31789335826.08069,16291190393.399277,541722030.6291332,2612400698.4807754,2237071272.71122,143948218.8987732,85959301733.39844,311757418922.48535,54694936901.85547
2019-08-27,221739180506.82068,978501085934.549,287024180156.70776,43574990013.26702,2448086481.5711975,40297324992.370605,13160231374.797821,325951738.6300049,98156017097.47314,208936254132.27637,260106415889.74,285475872372.10846,22902465861.51123,400268912372.5891,11663171815.654217,27775501549.35522,31462749881.2939,16280067036.129791,536682760.95495987,2587928584.0192246,2230099130.55748,143020317.32559204,85991443090.82031,310994679611.69434,54673984707.6416
2019-08-28,223227139278.18298,977203196824.5026,289901486150.3601,43634844477.97268,2441725404.73938,40398169072.151184,13193693535.699844,329402687.18499756,98417981452.9419,211935733109.5837,261940400196.07544,283361874045.38934,22741048765.563965,403187907417.29736,11984547420.759033,27857286383.758926,31694170017.55481,16337946611.732956,539202395.7920465,2691935216.346123,2345637974.75935,143783261.02256775,86666294482.42188,310589344694.0689,54831236924.74365
2019-08-29,227006787632.82776,995657688678.4637,296470451138.30566,44182675108.842964,2529264334.2018127,41103394552.230835,13420242982.301712,333921806.18499756,99605467102.05078,215724509413.79718,261465735809.32617,282392986670.5594,22733851261.901855,407655952377.31934,12212183054.973063,27339266766.069984,32057529086.89206,16458160932.772202,546761300.3033066,2802059731.4231014,2334681832.793455,145773089.37072754,88269074670.41016,311090022025.5432,55177206570.43457
2019-08-30,226713529839.47754,993782972909.1858,298207613191.9861,43932626100.77217,2536989100.456238,40975706550.979614,13283228125.0,334266913.5780029,99762584426.87988,217145358228.94373,259415935077.66724,282657221359.973,22524116226.19629,407953746585.84595,12305916107.478468,27189314871.13514,32213252374.411285,16482054967.600891,546761300.3033066,2783705791.4422464,2331693690.45187,147731994.87686157,89421940917.96875,311399863260.75745,54632038784.0271
2019-09-03,223411754980.31616,980663690751.4862,294678924275.97046,44267754494.23542,2486403947.353363,40253615918.540955,13081549541.397095,330142174.3699951,100094362895.96558,213514363271.74454,261854065876.00708,283494021592.9487,23190338381.958008,408430339679.718,12145231072.280212,27530112642.03005,32336534493.312103,16850506010.382202,539202395.7920465,2740879445.2692246,2214242789.1746273,148051596.4603424,88381543395.9961,313640690913.5361,55460278098.29712
2019-09-04,227202281335.5255,992125193362.7899,298234795596.3135,44534374810.91419,2555920454.978943,40691410915.94696,13182388833.198547,332262066.05200195,100331354906.1612,216987488111.05792,265845749439.2395,283758195876.6572,23042292288.208008,412779236366.272,12439822840.21832,27959529155.438805,32474955981.961258,17080516595.919525,541722030.6291332,2869358192.057674,2222080809.139702,141422270.07865906,91293856176.75781,314904107555.8014,56015917366.79077
2019-09-05,231644436127.09045,1009569918168.5669,305020896514.8926,45526162536.301765,2722216804.5043945,41721193941.87927,13260618719.997406,335630868.8670044,99924552755.39124,223423198753.48083,264874837085.72388,283141614709.30035,22599168803.40576,418617348815.91797,12761201212.67729,26814438261.44476,32455489388.073257,16747788245.964706,546761300.3033066,3028426936.0577536,2422930187.540447,145793707.87620544,95238518127.4414,312687137116.2796,55303007421.11206
2019-09-06,231622697365.2649,1002721980267.2028,305672354045.8679,45347836989.87858,2705707044.1246033,41519164243.125916,13121342404.699326,336436077.6589966,99309982370.94849,220324544958.52728,265112159591.6748,282326902829.1622,22633091735.839844,422549150070.1904,12613903253.192621,26350933526.300335,32712870503.275955,16959925952.632812,569438013.8370867,3083489339.4615507,2337691743.7794037,144226593.30368042,95829008215.33203,314784951148.2849,55093328568.26782
2019-09-09,232611061118.62183,991332246030.3864,313245625560.7605,45294413294.89918,2733726563.9305115,41483027278.51868,13309907636.899948,339541943.8959961,100694930327.44385,227475304970.92896,263601793361.66382,279552287576.05646,22607392153.930664,425885179367.0654,12988838230.568396,25941974950.16775,34218197981.858,16803612616.519608,587075457.6966934,3352682890.2692246,2438606227.4705963,148144394.48356628,96941717285.15625,316644301096.69495,53111860178.375244
2019-09-10,235358902674.86572,980952045827.5513,317235818481.4453,45027298593.92807,2774315780.6396484,41497827310.180664,13022763708.400726,342319151.94799805,100452582880.19775,233195983997.5475,258660742275.23804,285277661118.38696,22425410235.595703,429340356937.40845,13551242080.309134,26010138883.05216,34869209808.20604,16457490836.383163,617311135.8145666,3358800773.0193043,2516986613.994478,149453762.9890442,97078298535.15625,318527465038.7726,52000558566.28418
2019-09-11,242842191294.63196,981239934875.2106,318104411943.0542,45087647442.92606,2791733021.736145,41990001171.684265,13035425113.201141,346591783.5780029,100426575231.95953,234069968735.87006,261659891155.24292,288845020710.2036,22624870227.05078,428506257843.0176,13497681324.3611,26489019129.53272,34144668294.03044,16439636166.654953,629909310.0,3548460097.6922464,2594387037.790447,152113737.0109558,98512356115.72266,323128363191.0248,53300572991.94336
2019-09-12,242299084274.3683,991332246030.3864,320058834275.05493,45596153765.96325,2790824669.8379517,42505240842.819214,13062104625.10109,347347694.8959961,101205632870.17426,235738435019.9947,264896401290.89355,287215435868.0469,22694780677.79541,428804174411.7737,13886006144.804613,26447965638.52415,33582330257.05069,16633905850.224777,642507484.1854334,3456689522.596123,2580670549.569851,153000401.57318115,99151064746.09375,323700417674.11804,52073946626.28174
2019-09-13,237585427690.58228,989890820171.3654,326356323393.2495,45492031150.50114,2755536011.695862,42679394059.75342,13301316338.996887,351028731.7630005,101647068484.93103,239711109061.61945,263493914211.2732,287986172394.8604,22463456814.575195,432736006256.1035,14408236314.310904,26420601857.262993,33292510339.12578,16218556557.809937,667703892.6291332,3505633751.5192246,2620840425.25,150299180.70793152,100018731750.48828,325774396102.66113,51895714524.84131
2019-09-16,238834484192.81006,982754061165.5304,323451884734.3445,44712945662.5206,2729334357.2616577,42390287752.53296,13307647041.397095,345638657.28900146,100037068113.01758,239393344849.9775,258380291358.94775,285255613036.01953,22444949211.120605,439229388324.73755,14019912877.544466,26324830186.672306,33391996274.102737,16517777660.427383,695419875.8370867,3982840566.9806957,2521885306.3952236,152020948.82011414,98902014770.50781,324057994945.64056,51874748485.565186
2019-09-17,239703293375.7782,990395179413.501,321850435746.0022,45076767214.56879,2742359101.295471,42330055065.5365,13502542975.997925,345342847.3699951,100850737515.05371,237883742917.49954,261422588024.1394,285541895807.80054,22846941209.41162,435893359027.86255,13939566900.752647,27091047338.452053,33344413369.839798,16919737164.4888,685341336.48874,3683056727.2307754,2424889739.25,153629310.23597717,99661233972.16797,328539585421.81396,53436863784.79004
2019-09-18,241951574392.6239,998540889917.81,325080540996.5515,44950876594.54033,2725850792.8848267,42425392156.79169,13184197482.099533,346575334.3699951,101413357703.51624,238360460251.65967,261962003150.93994,287171460514.7222,23019670246.887207,433808310127.2583,13872613534.38272,26714778925.965786,33701292249.500427,16830407974.481995,710537684.8596067,3621876441.0768986,2335732192.069851,152722027.16827393,100340073754.88281,326704049467.07153,53436863784.79004
2019-09-19,239985724886.4746,1016922681340.4724,324049027195.73975,45050795056.55464,2679809722.4235535,42635340799.14093,12959908631.000519,343814575.526001,101370087573.69812,236930272740.83072,263019230449.6765,286510783182.6305,23122481466.674805,430889192722.32056,13993127656.700682,26947375758.155727,33441746339.2798,16886235986.865097,708018050.0225201,3579050094.903877,2343570212.0349255,155113950.78659058,100259739880.3711,325512139635.1929,54390908564.7583
2019-09-20,236477595563.3545,1005173056667.3065,322746261351.0132,44374601884.19422,2615441606.9984436,42328673023.22388,12243179969.997406,342006917.8959961,101257583066.15448,235102853334.18793,263752820297.2412,289901999738.3281,23206788766.479492,429399885189.0564,14019912877.544466,27255223770.725536,33532580191.873627,16946530094.56572,705498415.1854334,3560696154.923022,2371982964.3308945,153670547.24693298,98733285656.73828,325535975238.6551,55502205561.82861
2019-09-23,237552897124.71008,1003009985821.9635,322691846803.2837,44155468877.06093,2648003176.689148,42495606260.49042,12024769012.203217,341744006.3930054,101811577438.86841,234546703824.20447,265867371768.95142,290100190856.8146,23161550209.04541,429697801757.8125,13832442621.502426,27262063934.129143,33513113597.985626,16980017918.819351,705498415.1854334,3566814037.6731014,2405294595.9007454,155258290.15731812,99813846862.79297,325083033943.4891,55533666158.29468
2019-09-24,236423257278.44238,990323061517.7094,318484493082.428,43074891997.125435,2613018270.4925537,41932524626.54114,11512432339.401245,339180412.3699951,102486723835.03998,229938430342.59863,266708879516.60156,289681800807.9443,23493639123.535156,423800099876.4038,13403946888.178617,27563078038.58881,33307647342.97792,16993418632.65738,685341336.48874,3309856544.096203,2379821171.1691055,153495275.2017975,98974306799.3164,327562304070.06836,55491724849.70093
2019-09-25,240061784693.9087,1004595996993.8721,320303202349.0906,43735751708.57166,2699346257.686615,42882808448.410034,11971862797.498703,341990493.7630005,102547321546.9342,232401431435.04822,265435777667.99927,288448618337.99554,23582057177.734375,425051049682.6172,13484287330.26213,27070517465.301037,33255739580.47151,17000115954.719559,680302066.8145666,3126315685.6345725,2433707535.069851,154206667.71888733,99432256079.10156,325678988859.4284,55103818510.43701
2019-09-26,238823606192.24548,1005893653089.7156,317670115212.24976,43031114456.73542,2685866756.916046,42757180272.67456,11906746262.102127,340002070.3699951,102400151025.15564,231447943504.20508,268219206996.91772,283736248470.46497,23823657926.940918,422787354846.95435,13122744963.308249,26933692303.701782,33658020008.10379,17256923112.162003,667703892.6291332,2893830306.5192246,2442525330.889702,154000472.83172607,99637114941.40625,329731516863.48724,54715902941.13159
2019-09-27,237661470258.71277,992846139306.5033,319543089809.4177,42675210601.21639,2601357215.8813477,42194792307.47223,11896346315.29808,340905899.18499756,102529993964.8581,233195983997.5475,268780166954.04053,283185771279.74036,23776367675.78125,425825651115.4175,12921886247.875546,26270096368.856525,34164134887.91844,17223421934.5383,652586023.5337801,2771469734.211471,2566954061.3492546,151587930.70793152,97897779528.8086,329224205325.0656,54128807691.19263
2019-09-30,1000952285404.5258,1012007969512.9395,314316537640.38086,43744932861.328125,2636340960.5026245,41838848830.55878,12084434231.262207,341842601.3410034,102729092982.45148,232878778699.87488,279783498458.8623,288221217046.3562,24113003906.25,224038603919.9829,12824560798.64502,26008363277.435303,33664507295.468994,17283315070.070984,622677567.3249769,2740109871.3874817,2752127399.819851,152954631.89888,99789766870.11719,324899934153.7018,54202195751.190186
2019-10-01,1003722934119.5754,997741010742.1875,308601192333.9844,43738380615.234375,2635281894.2070007,41320121126.335144,12172938898.68164,339689861.3930054,102010633056.13098,227050796897.88818,278591283187.8662,289580081098.17505,24013647399.902344,218771541236.87744,12288528453.826904,25761453472.13745,32952940356.023804,17319373736.09712,594266395.4520853,2623640128.6125183,2760945195.639702,150861904.19101715,98572617907.71484,322001001815.6662,52996540039.82544
2019-10-02,978561942347.5112,980125632476.8066,302458520513.916,43173395507.8125,2620742165.5654907,40358041163.04016,12102948028.625488,333757489.6300049,100513158891.92657,222260713235.8551,272360390968.32275,294057732679.74854,23711449150.08545,213060277870.17822,11886503849.029541,25974071468.35327,32262995341.899765,17294580425.294666,570590465.9312327,2543950058.4602356,2694321932.5,149377407.64045715,96523944702.14844,317604273002.9526,52273144766.99829
2019-10-03,986874455986.8927,991990510253.9062,302027792810.0586,43455384338.37891,2745993670.463562,40752400305.22156,12108367121.154785,336846906.6589966,100677635295.61584,222021218864.44092,273845024585.72388,292253301362.60986,23821148803.710938,215693858089.44702,11873103767.39502,26145536785.125732,31901798701.68425,17538013988.444572,563487687.0749769,2599119859.6954346,2764864112.185671,149913476.11236572,98154864843.75,316952002962.2421,52828793265.53345
2019-10-04,1014538452006.7559,1005384305877.6855,308569627331.54297,43839179077.14844,2755989897.251129,41490064435.661316,12317886704.833984,341941196.28900146,102278955601.36719,226491976697.92175,278928765106.2012,297755733210.7544,24175096160.88867,218835000804.90112,11832902137.756348,26275849422.454834,32009953280.317703,17673241010.854694,580060837.7395737,2599119859.6954346,2676686340.860298,151119635.08987427,98833724145.50781,318449821046.7148,53803804084.77783
2019-10-07,1014761619113.5597,998104534606.9336,307896558709.7168,43663033630.37109,2791733021.736145,41397204438.49182,12393295806.152344,340560816.8670044,101473977115.57587,226012987955.09338,276319380283.3557,296641916896.0571,24067461799.621582,215820695762.63428,11739091873.168945,26241563884.735107,32057529086.89206,17540268036.854473,601369174.308341,2556210046.7681885,2668848320.8952236,151903111.46068573,99388058459.47266,316831204210.3348,54443325970.458984
2019-10-08,1002873962748.2375,987550225067.1387,301031757934.5703,42978850708.00781,2684201057.910919,40776384240.00549,12224415971.374512,335384356.4219971,101776933124.79889,220584181278.22876,272022969646.45386,293701282941.43677,23800449531.555176,211632510906.21948,11404075292.58728,26694235519.40918,31549265973.33284,17562807299.247025,622677567.3249769,2507170093.536377,2583609877.13418,148408363.05618286,97243000219.72656,317507634001.4267,53992512283.325195
2019-10-09,1014627832348.3239,1006257351379.3945,303212336816.40625,43394149291.99219,2736906666.7556763,41196777811.61499,12080370773.132324,339656988.05200195,102945465331.70746,222659870521.5454,274384878501.8921,287864706198.88306,24151298950.195312,213980466045.37964,11457674926.757812,26598227233.88672,31573045595.983337,17646200981.881073,629780346.1812327,2525559929.8477173,2626718893.505522,148831035.83145142,98926120788.57422,321324572024.5743,54065904958.343506
2019-10-10,1028303166481.7848,1012517608795.166,307465831005.8594,43350552246.09375,2772043739.3188477,41439010281.73828,12665130647.583008,339936348.7630005,103534071468.2428,227130664033.88977,274294953346.25244,287508276830.29175,24010542045.59326,216550537818.9087,12007108737.945557,26707960395.81299,31834751569.429504,17745376668.50379,636883125.0374885,2586859871.3874817,2644354485.1452236,147954770.43819427,101022953979.49219,320454864230.4306,54149778345.4895
2019-10-11,1055654402242.939,1016739191436.7676,312661650628.6621,43644384338.37891,2816874448.299408,41652807293.35785,12775760405.273438,341941196.28900146,104079440025.20813,230803035938.26294,272382831859.58862,292565182152.5574,23755949340.820312,218866689857.4829,12869574382.781982,25802596744.537354,32139720320.68753,17556043932.310867,634515532.0854032,2801410105.228424,2721755095.814329,148604234.60674286,104441421569.82422,327219097311.96594,53709445370.4834
2019-10-14,1054135078309.8412,1015793323516.8457,313496190142.82227,43758037353.515625,2825053390.5029297,41723388587.15057,12893164028.625488,341661835.5780029,103153222715.29755,232639248649.59717,270043464889.52637,291206318100.7385,23689709815.979004,219501252952.57568,12802194557.189941,26063228290.55786,32150532466.296204,17574076319.590073,651088682.75,2844319918.15567,2590468121.244478,148387746.55056,105100208789.0625,326301156456.2378,54548160781.86035
2019-10-15,1051676977043.1633,1030496863861.084,322945479486.084,44537977661.13281,2974081470.966339,42561779972.4884,12835365255.493164,344077512.1040039,103464847940.59998,237349518693.92395,263632621364.5935,295929037789.15405,23548962181.09131,220262784061.4319,12829147041.3208,25850608726.501465,32202444960.595,17598864743.566704,658191461.6062558,2893359871.3874817,2622799976.959553,148635164.28089142,107470237011.71875,330649522548.59924,55009464411.16333
2019-10-16,1047431056134.7886,1022052992706.2988,322191712121.58203,44062241699.137115,2941368606.0905457,42587822308.70819,12927030773.132324,343929594.6069946,103369616764.71893,240862227684.021,264374928073.88306,301119629586.792,23794242530.822754,216487078250.885,12802194557.189941,25946632690.429688,32165676567.83693,17716064265.52344,662926647.5104263,2917880140.3045654,2657091384.38418,147841364.91012573,102220024353.02734,330383743684.60846,54820742367.55371
2019-10-17,1051498216360.0273,1016812602081.2988,323995370617.6758,44311381012.62955,2942580419.5404053,42923592124.48883,13246277506.591797,342828575.8959961,103733159635.75348,241580782155.9906,264026256008.1482,303347364064.7888,23916365455.62744,216201469463.3484,12721337104.797363,26275849422.454834,32185136064.036346,17713817547.352272,696073005.2874885,2862710046.7681885,2702159952.4650745,148160945.32585144,101934818603.51562,328427020001.6556,55229619361.1145
